ts,TcwIn,TcwOut,Fcw,TcdOut,TcdIn,E,State,Q,Fcd,COP,Eff,dT
2023-07-21 19:40:00,11.1222223,4.944444,1370.2391966,34.6111111,30.0722222,1616.0,1.0,9845.686928170047,2171.230383641033,6.093556032953176,1.0,29.6666671
2023-07-21 19:50:00,11.083333499999998,5.0,1366.5168946,33.9388888,29.5000001,1571.0,1.0,9668.646880598902,2177.0328061896244,6.154497832336072,1.0,28.9388888
2023-07-21 20:00:00,10.9277777,4.9333331000000005,1353.7393920999998,33.5111109,29.205555600000004,1480.0,1.0,9438.598513262044,2180.4550491266336,6.377902187878622,1.0,28.5777778
2023-07-21 20:10:00,10.8944443,5.0,1352.8954833,33.1166669,28.905555299999996,1452.0,1.0,9275.34858281856,2190.26280505591,6.387979149683069,1.0,28.116666900000002
2023-07-21 20:20:00,10.8666666,5.0,1353.4578369,33.0055556,28.811111,1439.0,1.0,9235.339509321057,2188.0530292240664,6.417992337179546,1.0,28.0055556
2023-07-21 20:30:00,10.8499998,5.0,1352.4653444,32.9777776,28.7944443,1439.0,1.0,9202.311329502238,2187.118908183556,6.395038159826907,1.0,27.977777600000003
2023-07-21 20:40:00,10.861111,4.9944444,1352.6122803,32.9944444,28.8,1442.0,1.0,9229.506308389591,2187.515163554236,6.400645758079511,1.0,28.0
2023-07-21 20:50:00,10.8722222,5.0111112,1359.5210327999998,32.9888888,28.788889,1448.0,1.0,9267.97004495882,2193.707974890045,6.400547361211916,1.0,27.977777600000003
2023-07-21 21:00:00,10.883333400000001,4.9944444,1354.028955,33.0111112,28.8,1453.0,1.0,9274.1313631936,2190.2172718553566,6.382904809259191,1.0,28.016666800000003
2023-07-21 21:10:00,10.8388886,4.9944444,1354.1658447,32.9888888,28.788889,1437.0,1.0,9205.177418514173,2178.595471896983,6.405860486523861,1.0,27.9944444
2023-07-21 21:20:00,10.8666665,5.0111112,1355.3954347000001,32.8833333,28.7000001,1438.0,1.0,9230.974797269966,2192.7376265887456,6.419546935734916,1.0,27.8722221
2023-07-21 21:30:00,10.8666666,4.9833332,1351.186902,32.816666500000004,28.605555700000004,1437.0,1.0,9246.0721666359,2181.235365126119,6.434706326832223,1.0,27.833333300000003
2023-07-21 21:40:00,10.75,5.0,1353.6663696,32.6000002,28.5111111,1394.0,1.0,9052.774929149253,2196.8813647414563,6.494443681506406,1.0,27.6000002
2023-07-21 21:50:00,10.7833335,4.9833332,1350.9132813,32.555556,28.4055555,1405.0,1.0,9113.091209787368,2179.202011727722,6.486314724660656,1.0,27.572222800000002
2023-07-21 22:00:00,10.8111112,5.027778,1354.7928712,32.5111112,28.3722222,1415.0,1.0,9113.142547686777,2187.120049564396,6.441124344316807,1.0,27.483333199999997
2023-07-21 22:10:00,10.8722222,4.9888888,1361.8767701000002,32.577778,28.3777778,1440.0,1.0,9319.115085062984,2202.616908421841,6.471635310880549,1.0,27.5888892
2023-07-21 22:20:00,10.8,4.9888888,1358.9374999,32.705555600000004,28.544444399999996,1420.0,1.0,9184.91583258546,2191.220919187633,6.468609309300033,1.0,27.716666800000002
2023-07-21 22:30:00,10.8222222,5.0111112,1359.8663573,32.7333335,28.555555500000004,1430.0,1.0,9191.077474725145,2185.783998331543,6.427394160073686,1.0,27.7222223
2023-07-21 22:40:00,10.822222,4.9888888,1357.7230713000001,32.6611113,28.5,1426.0,1.0,9211.776581857268,2198.005451118433,6.460208905098497,1.0,27.672222499999997
2023-07-21 22:50:00,10.916666500000002,5.0,1357.6988647,32.7833332,28.5666668,1455.0,1.0,9343.188148802594,2201.7674143392514,6.421438139771025,1.0,27.783333200000005
2023-07-21 23:00:00,10.905555500000002,4.9944444,1358.9795166,32.7999998,28.5722222,1450.0,1.0,9343.211041193805,2194.971005324473,6.443816552681151,1.0,27.805555400000003
2023-07-21 23:10:00,10.8333332,4.9944444,1364.4460572,32.4777778,28.272222199999998,1419.0,1.0,9266.16623947543,2184.4693084536616,6.530121513984033,1.0,27.4833334
2023-07-21 23:20:00,10.8499998,4.9833332,1359.2893678,32.322222,28.116666600000002,1424.0,1.0,9275.043801101947,2187.352638229061,6.513620581985576,1.0,27.3388888
2023-07-21 23:30:00,10.8388886,4.9944444,1354.7244751,32.3277775,28.166667,1412.0,1.0,9208.990963149818,2194.5628046195775,6.52193110510417,1.0,27.333333100000004
2023-07-21 23:40:00,10.8666666,5.0111112,1356.5226195999999,32.3388889,28.155555800000002,1423.0,1.0,9238.78926022766,2191.3752241644406,6.492508947733837,1.0,27.327777700000002
2023-07-21 23:50:00,10.8388886,4.9944444,1358.7972901,32.361111,28.194444499999996,1420.0,1.0,9236.641724409226,2198.9591779269513,6.50493636503774,1.0,27.366666600000002
2023-07-22 00:00:00,10.839505888888889,4.987654222222222,1356.7397053333334,32.33950611111111,28.12962988888889,1420.0,1.0,9234.399126739401,2176.000207495747,6.503352726405658,1.0,27.35185188888889
2023-07-28 05:00:00,10.953703500000001,4.925925666666667,1409.068685,33.35185166666667,28.824073833333333,1575.0,1.0,9878.964846824447,2174.9754639758826,6.272516259718686,1.0,28.425926000000004
2023-07-28 05:10:00,11.105555599999999,5.0055556,1405.9522461000001,33.4611111,28.8888889,1621.0,1.0,9975.089305288542,2180.680065787329,6.154788204044289,1.0,28.455555500000003
